Column,Original_Text,Tokenized_Sentences,Tokenized_Words
Answer,prokaryotes are monocistronic while eukaryotes are polycistronic.,['prokaryotes are monocistronic while eukaryotes are polycistronic.'],"['prokaryotes', 'are', 'monocistronic', 'while', 'eukaryotes', 'are', 'polycistronic', '.']"
Answer,prokaryotes have one RNA polymerase while eukaryotes have three.,['prokaryotes have one RNA polymerase while eukaryotes have three.'],"['prokaryotes', 'have', 'one', 'RNA', 'polymerase', 'while', 'eukaryotes', 'have', 'three', '.']"
Answer,prokaryotes have operon while eukaryotes do not.,['prokaryotes have operon while eukaryotes do not.'],"['prokaryotes', 'have', 'operon', 'while', 'eukaryotes', 'do', 'not', '.']"
Answer,prokaryotes do + and - control while eukaryotes do not.,['prokaryotes do + and - control while eukaryotes do not.'],"['prokaryotes', 'do', '+', 'and', '-', 'control', 'while', 'eukaryotes', 'do', 'not', '.']"
Answer,prokaryotes rarely have enhancers while eukaryotes have enhancers commonly.,['prokaryotes rarely have enhancers while eukaryotes have enhancers commonly.'],"['prokaryotes', 'rarely', 'have', 'enhancers', 'while', 'eukaryotes', 'have', 'enhancers', 'commonly', '.']"
Answer,Prokaryotes do not do mitosis or meiosis but eukaryotes have mitosis or meiosis.,['Prokaryotes do not do mitosis or meiosis but eukaryotes have mitosis or meiosis.'],"['Prokaryotes', 'do', 'not', 'do', 'mitosis', 'or', 'meiosis', 'but', 'eukaryotes', 'have', 'mitosis', 'or', 'meiosis', '.']"
Answer,The cell division on prokaryotes are rapid while the cell division on eukaryotes are slower.,['The cell division on prokaryotes are rapid while the cell division on eukaryotes are slower.'],"['The', 'cell', 'division', 'on', 'prokaryotes', 'are', 'rapid', 'while', 'the', 'cell', 'division', 'on', 'eukaryotes', 'are', 'slower', '.']"
Answer,prokaryotes have no spindles while eukaryotes do have spindles.,['prokaryotes have no spindles while eukaryotes do have spindles.'],"['prokaryotes', 'have', 'no', 'spindles', 'while', 'eukaryotes', 'do', 'have', 'spindles', '.']"
Answer,hormones cause stem elongation.,['hormones cause stem elongation.'],"['hormones', 'cause', 'stem', 'elongation', '.']"
Answer,hormones cause tropism.,['hormones cause tropism.'],"['hormones', 'cause', 'tropism', '.']"
Answer,hormones cause stomal closing.,['hormones cause stomal closing.'],"['hormones', 'cause', 'stomal', 'closing', '.']"
Answer,hormones cause flowering.,['hormones cause flowering.'],"['hormones', 'cause', 'flowering', '.']"
Answer,hormones cause seed germination.,['hormones cause seed germination.'],"['hormones', 'cause', 'seed', 'germination', '.']"
Answer,hormones cause shade avoidance.,['hormones cause shade avoidance.'],"['hormones', 'cause', 'shade', 'avoidance', '.']"
Answer,hormones cause the stomates to close,['hormones cause the stomates to close'],"['hormones', 'cause', 'the', 'stomates', 'to', 'close']"
Answer,hormones cause root branching,['hormones cause root branching'],"['hormones', 'cause', 'root', 'branching']"
Answer,hormones cause dormancy.,['hormones cause dormancy.'],"['hormones', 'cause', 'dormancy', '.']"
Answer,hormones cause growth.,['hormones cause growth.'],"['hormones', 'cause', 'growth', '.']"
Answer,hormones cause biorhythms.,['hormones cause biorhythms.'],"['hormones', 'cause', 'biorhythms', '.']"
Answer,hormones cause skin pigmentation.,['hormones cause skin pigmentation.'],"['hormones', 'cause', 'skin', 'pigmentation', '.']"
Answer,hormones cause antiduresis.,['hormones cause antiduresis.'],"['hormones', 'cause', 'antiduresis', '.']"
Answer,hormones cause thirst.,['hormones cause thirst.'],"['hormones', 'cause', 'thirst', '.']"
Answer,the receptor in cell primarily influences transciption.,['the receptor in cell primarily influences transciption.'],"['the', 'receptor', 'in', 'cell', 'primarily', 'influences', 'transciption', '.']"
Answer,the receptor in cell membrane primarily activates proteins already present through signal transduction.,['the receptor in cell membrane primarily activates proteins already present through signal transduction.'],"['the', 'receptor', 'in', 'cell', 'membrane', 'primarily', 'activates', 'proteins', 'already', 'present', 'through', 'signal', 'transduction', '.']"
Answer,prokaryotes have no introns while eukaryotes do.,['prokaryotes have no introns while eukaryotes do.'],"['prokaryotes', 'have', 'no', 'introns', 'while', 'eukaryotes', 'do', '.']"
Answer,prokaryotes is not in the nucleus while eukaryotes do.,['prokaryotes is not in the nucleus while eukaryotes do.'],"['prokaryotes', 'is', 'not', 'in', 'the', 'nucleus', 'while', 'eukaryotes', 'do', '.']"
Answer,prokaryotes are circular while eukaryotes are linear.,['prokaryotes are circular while eukaryotes are linear.'],"['prokaryotes', 'are', 'circular', 'while', 'eukaryotes', 'are', 'linear', '.']"
Answer,prokaryotes have histones while eukaryotes do.,['prokaryotes have histones while eukaryotes do.'],"['prokaryotes', 'have', 'histones', 'while', 'eukaryotes', 'do', '.']"
Answer,prokaryotes usually have one chromosomes while eukaryotes usually have more than one chromosomes.,['prokaryotes usually have one chromosomes while eukaryotes usually have more than one chromosomes.'],"['prokaryotes', 'usually', 'have', 'one', 'chromosomes', 'while', 'eukaryotes', 'usually', 'have', 'more', 'than', 'one', 'chromosomes', '.']"
Answer,plasmids are common in prokaryotes while they arent in eukaryotes.,['plasmids are common in prokaryotes while they arent in eukaryotes.'],"['plasmids', 'are', 'common', 'in', 'prokaryotes', 'while', 'they', 'arent', 'in', 'eukaryotes', '.']"
Answer,the DNA of prokaryotes are supercoiled while the DNA of eukaryotes are chromatin.,['the DNA of prokaryotes are supercoiled while the DNA of eukaryotes are chromatin.'],"['the', 'DNA', 'of', 'prokaryotes', 'are', 'supercoiled', 'while', 'the', 'DNA', 'of', 'eukaryotes', 'are', 'chromatin', '.']"
Answer,the property of water (high heat of vaporization) lead to reduced water loss.,['the property of water (high heat of vaporization) lead to reduced water loss.'],"['the', 'property', 'of', 'water', '(', 'high', 'heat', 'of', 'vaporization', ')', 'lead', 'to', 'reduced', 'water', 'loss', '.']"
Answer,the property of water (polarity) contributes to water movement.,['the property of water (polarity) contributes to water movement.'],"['the', 'property', 'of', 'water', '(', 'polarity', ')', 'contributes', 'to', 'water', 'movement', '.']"
Answer,the property of water (water potential) leads to water movement.,['the property of water (water potential) leads to water movement.'],"['the', 'property', 'of', 'water', '(', 'water', 'potential', ')', 'leads', 'to', 'water', 'movement', '.']"
Answer,the property of water (high heat of vaporization contributes to evaporative cooling.,['the property of water (high heat of vaporization contributes to evaporative cooling.'],"['the', 'property', 'of', 'water', '(', 'high', 'heat', 'of', 'vaporization', 'contributes', 'to', 'evaporative', 'cooling', '.']"
Answer,the property of water (high specific heat) leads to heat buffer.,['the property of water (high specific heat) leads to heat buffer.'],"['the', 'property', 'of', 'water', '(', 'high', 'specific', 'heat', ')', 'leads', 'to', 'heat', 'buffer', '.']"
Answer,the property of water (polarity) contributes to arrangement of phospolipids.,['the property of water (polarity) contributes to arrangement of phospolipids.'],"['the', 'property', 'of', 'water', '(', 'polarity', ')', 'contributes', 'to', 'arrangement', 'of', 'phospolipids', '.']"
Answer,It is a solvent for carbon based metabolism.,['It is a solvent for carbon based metabolism.'],"['It', 'is', 'a', 'solvent', 'for', 'carbon', 'based', 'metabolism', '.']"
Answer,It is a reactant in photosynthesis.,['It is a reactant in photosynthesis.'],"['It', 'is', 'a', 'reactant', 'in', 'photosynthesis', '.']"
Answer,it is a product in respiration.,['it is a product in respiration.'],"['it', 'is', 'a', 'product', 'in', 'respiration', '.']"
Answer,it is an oceanic carbon storage.,['it is an oceanic carbon storage.'],"['it', 'is', 'an', 'oceanic', 'carbon', 'storage', '.']"
Answer,it acheives hydrolysis in catabolism.,['it acheives hydrolysis in catabolism.'],"['it', 'acheives', 'hydrolysis', 'in', 'catabolism', '.']"
Answer,It is the change in DNA.,['It is the change in DNA.'],"['It', 'is', 'the', 'change', 'in', 'DNA', '.']"
Answer,it is multiple species from one ancestor.,['it is multiple species from one ancestor.'],"['it', 'is', 'multiple', 'species', 'from', 'one', 'ancestor', '.']"
Answer,it is more than two complete chromosome sets.,['it is more than two complete chromosome sets.'],"['it', 'is', 'more', 'than', 'two', 'complete', 'chromosome', 'sets', '.']"
Answer,it is a sudden decreae in population size. it is usually natural.,"['it is a sudden decreae in population size.', 'it is usually natural.']","['it', 'is', 'a', 'sudden', 'decreae', 'in', 'population', 'size', '.', 'it', 'is', 'usually', 'natural', '.']"
Answer,it can increase or decrease the diversity because of altered proteins.,['it can increase or decrease the diversity because of altered proteins.'],"['it', 'can', 'increase', 'or', 'decrease', 'the', 'diversity', 'because', 'of', 'altered', 'proteins', '.']"
Answer,it can increase or decrease the diversity because of new geno/phenotypes.,['it can increase or decrease the diversity because of new geno/phenotypes.'],"['it', 'can', 'increase', 'or', 'decrease', 'the', 'diversity', 'because', 'of', 'new', 'geno/phenotypes', '.']"
Answer,it can increase or decrease the diversity because of raw material for selection.,['it can increase or decrease the diversity because of raw material for selection.'],"['it', 'can', 'increase', 'or', 'decrease', 'the', 'diversity', 'because', 'of', 'raw', 'material', 'for', 'selection', '.']"
Answer,It can increase the diversity of life because of new species. ,['It can increase the diversity of life because of new species.'],"['It', 'can', 'increase', 'the', 'diversity', 'of', 'life', 'because', 'of', 'new', 'species', '.']"
Answer,It can increase the diversity of life because of the co-existance of species.,['It can increase the diversity of life because of the co-existance of species.'],"['It', 'can', 'increase', 'the', 'diversity', 'of', 'life', 'because', 'of', 'the', 'co-existance', 'of', 'species', '.']"
Answer,It can increase the diversity of life because of the development of new species.,['It can increase the diversity of life because of the development of new species.'],"['It', 'can', 'increase', 'the', 'diversity', 'of', 'life', 'because', 'of', 'the', 'development', 'of', 'new', 'species', '.']"
Answer,It can decrease the diversity of life because it is random/not adaptive.,['It can decrease the diversity of life because it is random/not adaptive.'],"['It', 'can', 'decrease', 'the', 'diversity', 'of', 'life', 'because', 'it', 'is', 'random/not', 'adaptive', '.']"
Answer,It can decrease the diversity of life because the population is not the representative of the original.,['It can decrease the diversity of life because the population is not the representative of the original.'],"['It', 'can', 'decrease', 'the', 'diversity', 'of', 'life', 'because', 'the', 'population', 'is', 'not', 'the', 'representative', 'of', 'the', 'original', '.']"
Answer,It can decrease the diversity of life because of smaller gene pool.,['It can decrease the diversity of life because of smaller gene pool.'],"['It', 'can', 'decrease', 'the', 'diversity', 'of', 'life', 'because', 'of', 'smaller', 'gene', 'pool', '.']"
Answer,Hydrogen Bonds,['Hydrogen Bonds'],"['Hydrogen', 'Bonds']"
Answer,The overall 3D shape of the protein molecule,['The overall 3D shape of the protein molecule'],"['The', 'overall', '3D', 'shape', 'of', 'the', 'protein', 'molecule']"
Answer,The interactions between the side chains of the amino acids,['The interactions between the side chains of the amino acids'],"['The', 'interactions', 'between', 'the', 'side', 'chains', 'of', 'the', 'amino', 'acids']"
Answer,High heat capacity,['High heat capacity'],"['High', 'heat', 'capacity']"
